Customer Id,Date,Product
AWQ3I481SOL7,2020-01-31,chocolate
Q06KI1F40PU7,2020-12-12,root vegetables
OV8WLFXPRQR9,2020-09-17,root vegetables
LRWVFLSC8X5B,2020-04-02,herbs
23SK69V4I5VN,2020-11-29,bottled water
HKVLQ91Z9DDX,2020-12-19,sausage
8LPLAY0QKTAR,2020-04-07,coffee
53T41AJ4BJ5H,2020-02-18,berries
QGIR3HAL8U4P,2020-07-21,soda
26RGMOU59J94,2020-08-22,berries
HQKZC4NVVUZN,2020-04-14,fruit/vegetable juice
YOGSG3SLXTZS,2020-01-26,citrus fruit
TC4YT2N3J70B,2020-10-19,detergent
75WJI7ZH7P8Q,2020-08-16,grapes
5ZZAOLSATDP6,2020-05-16,sausage
RSXA4KHD04FF,2020-07-24,chicken
GRX0QI2ZP7TA,2020-12-22,whole milk
2H82CV3KZI6J,2020-12-11,citrus fruit
YXLWHQ5CHYBT,2020-11-08,soda
4HJW7OA82DVO,2020-03-19,sausage
YRHJZX5Z5FA3,2020-08-11,sausage
PYF3851E4OY8,2020-04-24,soda
E4FKYIX72UBP,2020-08-06,rolls/buns
X9SB7MKFLP65,2020-05-13,beef
CZRX0VWGJOMI,2020-04-04,whole milk
CC9P3SODF408,2020-10-09,processed cheese
KVL4CB205EYP,2020-03-03,tropical fruit
QU4BUV8EKHXZ,2020-10-29,packaged fruit/vegetables
NXNYCMIT8NTH,2020-05-22,whole milk
O9JPKL5QZ08N,2020-05-05,berries
WKV6ETMP7LBR,2020-07-10,citrus fruit
QZ9J7GJQLA3X,2020-04-08,tropical fruit
ISXWMPP5UWNI,2020-05-17,hamburger meat
FWT30Z1IJK41,2020-03-25,hamburger meat
P762TK55HAZN,2020-06-22,whole milk
57JYPASX2K4X,2020-10-07,fish
CBHNZ6FWILUM,2020-01-06,packaged fruit/vegetables
Z0JAZY2LAOUH,2020-05-14,pastry
A6RFTYEBW5FS,2020-06-13,other vegetables
YLOM1I58OVJV,2020-10-05,specialty bar
7ROGZHQ6CW9B,2020-09-17,sausage
584OZ88CA1YT,2020-11-10,curd cheese
H74MEHEWGHUR,2020-04-04,whole milk
D0RAX7YP966K,2020-09-29,berries
59BZEK9IB99M,2020-01-13,curd
4MEF9J02TX02,2020-06-08,tropical fruit
SSPXNMDNX7OS,2020-08-21,soda
CNDP8YTLVLOP,2020-02-25,rolls/buns
2ZC4VFW8ISBV,2020-08-18,other vegetables
CKVS36I8QMDK,2020-08-24,whole milk
THZL2FQ04HH6,2020-06-23,whole milk
N4X8HHSHLH3G,2020-06-10,citrus fruit
EW6UT01GBXT6,2020-07-17,butter milk
NQQZ8D7ZPDK8,2020-09-29,hamburger meat
UOHUKUDG69HF,2020-08-01,pasta
WI63EV40VMFU,2020-08-05,other vegetables
HQJ4RMFRFZJX,2020-09-05,sausage
TYVSUPN2TZOQ,2020-03-15,rolls/buns
BLEA6AT9ZKYS,2020-02-25,grapes
OV57FEB3KDRN,2020-07-02,root vegetables
JSMADBCG36HH,2020-05-30,coffee
AMJMES6YXHOO,2020-06-29,popcorn
8PJEG1CTLCO1,2020-08-26,whole milk
A92AO4H5BYZV,2020-05-02,tropical fruit
HIY5SH1SLCPW,2020-04-16,beef
L4FSMNUXRNNB,2020-06-24,whole milk
55WKC6S0FWYX,2020-04-09,tropical fruit
ZYLKVTPXLLUH,2020-06-16,finished products
521N0S9ONUCE,2020-02-14,beverages
1IKODVAPLSFW,2020-02-19,hamburger meat
0BCO5HRPDH4W,2020-08-23,whole milk
8N1HDQWI9VVV,2020-06-21,finished products
YEKLOC3BBD6A,2020-12-24,other vegetables
5M1EO3G28WT9,2020-09-03,other vegetables
7TYVDTRT5SJQ,2020-09-02,curd
4COAJ5NERXMK,2020-01-17,bottled beer
BR6NBRF4KADF,2020-11-25,curd
39WG5AMY1TO2,2020-05-02,whole milk
3UO9SU3Z82ET,2020-03-15,whole milk
7FCW0ASX5DAV,2020-02-27,dessert
PTTHVE7IEFMM,2020-04-21,sausage
61AXVCMFXMFI,2020-04-16,other vegetables
N8SYOAD14TUS,2020-06-03,other vegetables
KCTZ72QHMDFI,2020-10-10,other vegetables
XAFKJQJIUY2V,2020-08-16,soda
ON5BZC8LMILF,2020-05-01,herbs
NA8WG9HE91HF,2020-08-20,rolls/buns
UO85WYQVOOGV,2020-08-06,curd
8U48GVBAX3SH,2020-07-23,other vegetables
QEGPOWF51CQ5,2020-04-19,specialty bar
RIX9J0HBYL5P,2020-04-27,curd
JGXGWSHSYBN8,2020-11-13,soda
X22MDG9KDG1L,2020-01-08,beef
ZV4I7HDDL42W,2020-06-30,sausage
HUR97UQAG4TN,2020-06-05,specialty chocolate
4NOLNZIOFX2V,2020-02-26,curd
877HJBA7I9GI,2020-07-09,whole milk
79W1VFMQ428E,2020-01-21,rolls/buns
QGGCVA7P17VC,2020-01-10,citrus fruit
GRYOFX0L1N44,2020-04-10,pot plants
HCZG4H7CG5WI,2020-06-13,rolls/buns
IVQXGDF7A62E,2020-12-06,butter
91U2W5T2ZI6B,2020-09-23,condensed milk
PD3YIDHKOY67,2020-06-19,sausage
KE1JWTCQMDSD,2020-11-07,whole milk
UM6U6JT4CQKL,2020-07-20,sausage
K8VWYARXF608,2020-11-21,beverages
AJWRA1NW160O,2020-02-22,beverages
75IYCRHHWD61,2020-04-08,bottled water
BKCM9DFO3DK7,2020-12-04,cleaner
X1U60US8UH53,2020-10-06,sausage
LBKZ3Z3PNJ2K,2020-11-14,sausage
8GANDLTANLAT,2020-04-11,sausage
J0CKSNSPN3PP,2020-10-15,meat
P084LNY4B6X1,2020-05-31,ice cream
U4248JDUAZU7,2020-11-28,tropical fruit
DNTZOCMXKUXL,2020-03-06,meat
PSQRAAN4JOY7,2020-05-08,whole milk
4CI0JEUDPL0D,2020-09-19,sausage
4QX9ATEU2VZQ,2020-11-29,meat
3ZH6M80GXZVZ,2020-05-04,root vegetables
WWGAI5OVJXSX,2020-08-14,root vegetables
P887PHARXJ6L,2020-08-17,whole milk
E5IW12I70Z9Z,2020-06-30,citrus fruit
2MZJCMJOWYJJ,2020-05-05,citrus fruit
UDCF54BZBDU0,2020-03-03,other vegetables
2HDZ7QJDDPX3,2020-04-24,citrus fruit
GBA8OUX9LS76,2020-12-13,sausage
TNEGM73YANL7,2020-04-12,hard cheese
JS4R1I2PUM8C,2020-07-05,turkey
Y9D0GQTXS8W9,2020-08-04,whole milk
QLCWTUOCGH6R,2020-03-26,rolls/buns
06X8J48W800Q,2020-11-15,sausage
OTQA8BOSJL84,2020-11-04,ice cream
9LSQ44H566T1,2020-01-28,pip fruit
LBXMI08LCJVG,2020-11-30,root vegetables
E56HET2RH8MZ,2020-10-24,soda
BVMYNA4TSVKY,2020-02-05,soda
1U45ZMDMBSW7,2020-08-02,sausage
MOXQCBC9LXXO,2020-10-10,root vegetables
CIL44L3KPLW8,2020-05-29,chocolate
3ALYDKQCZQ59,2020-08-14,fruit/vegetable juice
SBG9UUNVBUCQ,2020-04-17,pickled vegetables
3ZE4KPH44PFQ,2020-06-29,bottled water
FLN2XG7A96C1,2020-07-10,tropical fruit
5KPKVR4WVTO0,2020-01-31,root vegetables
62QSIVQBX2ZV,2020-01-07,meat
H0BS1Y7AWMIG,2020-04-21,tropical fruit
TIAMKGHIMVX9,2020-05-26,tropical fruit
3OX5PW1JZ03W,2020-09-20,citrus fruit
CYYZR0QUDAJ7,2020-08-26,hamburger meat
X4CGYQ52NXHY,2020-06-21,chicken
U6ULAGBU6BDK,2020-01-21,chicken
JJLHB514Z8LK,2020-12-29,turkey
CH41YZR9WR2F,2020-08-29,packaged fruit/vegetables
VZZD8YCVUPK0,2020-05-29,pasta
4MO9ZQ0MG99B,2020-05-14,citrus fruit
LJFB40CJXWIW,2020-02-07,sausage
YCQGGM6JGXGW,2020-01-05,whole milk
JF3EZK8I4VW5,2020-04-29,citrus fruit
R0BK4UL8GZCS,2020-04-09,citrus fruit
VA7AQISEVGKL,2020-06-05,sausage
VTW0480ZDG74,2020-01-13,chicken
G3N1XW2XPLWP,2020-09-22,hamburger meat
JT4GJ1V9UADW,2020-06-02,sausage
NMMG4EWDMGCS,2020-02-08,beef
KQKZ5QJ2DX4F,2020-01-25,citrus fruit
IKS50DV1YCNZ,2020-12-28,UHT-milk
BD0XG601S98Y,2020-12-01,candy
45Y93YWUF50S,2020-02-03,beef
N94ET76WQUS3,2020-05-27,sausage
3MPFJ54F1GQB,2020-11-01,bottled beer
268COI22LUAC,2020-12-27,onions
23ILK26O46IY,2020-03-22,tropical fruit
5U0YZOV12PYP,2020-01-27,bottled water
7TBGGCIN3VPW,2020-12-02,beef
41NGW85T47Q1,2020-05-15,sausage
IV1TEUDK5ZT0,2020-12-02,chicken
CJHFAJX913SJ,2020-05-16,ice cream
I5GUG14S7EOR,2020-05-23,meat
JC5TLPZWJZKW,2020-03-03,other vegetables
5QFJFX8SG05E,2020-11-14,bottled water
3ZE4KPH44PFQ,2020-06-24,tropical fruit
U6QWCYS01J5V,2020-02-04,sausage
IT635EQQQ6XV,2020-07-20,grapes
CPKC5BO7SGJ6,2020-07-24,domestic eggs
X900PXWQCRYJ,2020-07-23,rolls/buns
Y8XHK74HJVJ7,2020-04-25,tropical fruit
UNZXH2WL0Q8B,2020-12-26,chicken
OSAKLJNAATDL,2020-04-06,berries
4FXO91OLTDY4,2020-11-02,margarine
FCX385JJC3JE,2020-09-02,tropical fruit
1UPJ9UXEUZJA,2020-07-25,hamburger meat
3ULQYSON9TD5,2020-02-09,yogurt
TZNLZHF8GXF4,2020-03-29,soda
NNDN4MBZ3FPA,2020-01-28,yogurt
JYS0CB09H5I0,2020-07-09,soda
O9JPKL5QZ08N,2020-08-08,bottled water
H7FJEV317A48,2020-03-04,sausage
U5J7NJEFVXE7,2020-06-03,citrus fruit
8JL33GROFAGV,2020-05-29,sausage
MBLOGUG2YNK5,2020-10-31,salt
JT1AVOCH0O3D,2020-01-21,oil
MA2LIZBMU5AC,2020-10-01,curd
2I0XLPLJYCMN,2020-05-07,other vegetables
XX9MZJKWVJPE,2020-09-30,citrus fruit
GSN5D6140A9P,2020-12-27,root vegetables
8PJEG1CTLCO1,2020-07-15,tropical fruit
1AICA95VJFRY,2020-01-24,beef
GB2T5YGWWSST,2020-05-18,berries
UF3S1AGTECUY,2020-10-24,whipped/sour cream
EYDZPWRB7YCL,2020-04-27,root vegetables
BU0R3BC9RNRY,2020-11-21,whole milk
Y4D15TUS8OE4,2020-08-17,beef
1WYJN5D18ZWD,2020-12-17,frozen vegetables
6AUL6V3ZNF75,2020-11-01,rolls/buns
9XUL6FYSE20B,2020-06-18,whole milk
WE8BCF7OHFQB,2020-03-12,whole milk
4EGZY6K9CNQA,2020-12-27,citrus fruit
6XP600ZNA9DO,2020-11-10,pastry
T2HVKOSRLASQ,2020-08-03,tropical fruit
KE1JWTCQMDSD,2020-09-29,berries
IVEHNI8IFRVI,2020-10-10,rolls/buns
Z8XFG2XYSZNR,2020-05-25,root vegetables
1YMGGY36GDNF,2020-03-03,yogurt
XKNV2CK9TPGO,2020-08-22,other vegetables
I7FEYAFE3M1F,2020-11-02,berries
0TSJ0VW2GZMA,2020-01-29,berries
IG8KRU7NPVQB,2020-04-18,other vegetables
04X5YC42BAMR,2020-10-05,rolls/buns
VZZD8YCVUPK0,2020-11-22,whole milk
N87RDTMG9701,2020-03-08,tropical fruit
TV3C2EPSWVCR,2020-01-03,bottled water
YTUF74BQFMK6,2020-12-24,butter milk
KJJWHN45O5GP,2020-05-23,coffee
X94QXCP88SE3,2020-03-09,bottled beer
OIPZY5VVWXSV,2020-08-21,onions
SSBMU7DC3MY6,2020-01-06,hamburger meat
AGHNH0FW0LVL,2020-10-12,sausage
JCUYMI129QLF,2020-10-14,hard cheese
LLCJ2B4GF34Y,2020-10-11,sausage
0D8W69572VAX,2020-06-09,hamburger meat
G7U2CU4WYYT1,2020-02-29,onions
ETQ04DPRZ3UE,2020-04-23,coffee
OOX2ZWIZEUJT,2020-04-28,yogurt
YKJ7XD4Y4FKS,2020-08-06,soda
2OX0JAE5TMVV,2020-04-17,sliced cheese
2MZJCMJOWYJJ,2020-02-15,sausage
538TJJXF5EFH,2020-04-27,yogurt
LSVH2UUQJ6I6,2020-03-19,domestic eggs
EKB0T4PA6LYH,2020-04-06,whole milk
PHCGFOND01ZU,2020-06-10,meat
WYWVFF9LLRW0,2020-06-20,dish cleaner
F47PJF6E37EM,2020-01-05,other vegetables
S1YCDQPB7M3O,2020-03-20,whole milk
22K16FYATWED,2020-01-10,other vegetables
U86KCGFQURZ7,2020-03-17,tropical fruit
RHVFEP6F6MOG,2020-05-23,baking powder
5H0O4AVU1SA1,2020-12-09,specialty bar
R1YHU7RZNILM,2020-06-06,ice cream
I7N5OOF7MICY,2020-12-20,bottled water
PXJ531IWXDB6,2020-12-07,other vegetables
QBUS9NZY39BE,2020-04-25,citrus fruit
RCOQDNT3A60O,2020-09-26,sausage
O8K9TW66P3OO,2020-11-05,domestic eggs
6LQUM6XX7WSZ,2020-10-29,specialty cheese
C1L9LHEBAS75,2020-06-20,beef
JU44AV2HX74C,2020-03-16,other vegetables
X8F84L8V6057,2020-09-15,chicken
U40XSMVS4OT4,2020-04-29,soda
0P1TPIH74E79,2020-03-14,whole milk
MZ23MOB050Z1,2020-06-08,rolls/buns
TS7CLM78NQB9,2020-04-26,bottled beer
57ZRGGR3JTT6,2020-02-13,root vegetables
FZ5MPIFZH42R,2020-04-02,pastry
A6RFTYEBW5FS,2020-02-07,berries
WRLITKG00T87,2020-11-02,citrus fruit
790SMRGPK7Z7,2020-12-28,whole milk
5MZQJUND8SNU,2020-08-12,soda
FIM0XQSZP3L9,2020-06-15,bottled water
ZE2WOZ4PUIV3,2020-11-02,tropical fruit
HM35NJLNU37P,2020-07-21,salty snack
L1V5UZI2G191,2020-03-02,bottled water
WTOPCV7FAK49,2020-11-27,chocolate
X72YSUTZA5TU,2020-07-07,citrus fruit
D4NJ1UR09Z0Z,2020-02-16,bottled water
FAQCKJEZJLRP,2020-07-16,onions
NLRXY6PKKRXM,2020-08-20,dessert
X9PW878EFD3N,2020-11-01,beef
WH2MDM0DBB68,2020-12-27,rolls/buns
4NFMZIZ3CQTX,2020-03-31,beef
XLP8J0ZLEAQH,2020-07-25,soda
UFR9KGGKLRBP,2020-06-26,coffee
A056NWBRNZE1,2020-05-15,rolls/buns
MIEGD38M2TWF,2020-03-05,soda
A1905CA5K368,2020-10-29,sausage
2YSX8XWAVK0P,2020-04-18,beef
RQARQ198UKZV,2020-10-22,whole milk
6WUTD8YAYTH2,2020-10-07,berries
QZHA32T5GOEA,2020-09-18,sausage
FG4F9M9RYR34,2020-01-02,bottled water
QVMQGHXMFHGR,2020-03-24,tropical fruit
0EFX2HZAB3GN,2020-06-14,herbs
ZRLWQ6JYWNUV,2020-12-20,yogurt
99X0EHH61OO1,2020-02-15,Instant food products
AOEKX8KS72U7,2020-09-05,specialty chocolate
P7NB9NWX9E3O,2020-06-23,coffee
BO9GBPVW5VYI,2020-11-25,bottled beer
4N7UFW5P2J4S,2020-12-01,beef
I6R750WN8MSF,2020-03-29,whole milk
N6C1TZXJVTPX,2020-05-11,other vegetables
2O4NRTC22J78,2020-11-23,whole milk
M8EP6SCHD4RG,2020-01-11,other vegetables
5H0O4AVU1SA1,2020-11-16,bottled water
49LYWDB73TR4,2020-05-22,bottled water
NWJZSPJQG46F,2020-07-05,other vegetables
FYSQ6UZYGCNN,2020-03-11,hamburger meat
XKNV2CK9TPGO,2020-05-30,hamburger meat
ZOORI4240CZ7,2020-04-25,whole milk
8YTUQZLMB3YJ,2020-01-31,ice cream
XQA6T03WCXLN,2020-05-10,pastry
MEYELY3FS7L9,2020-01-08,sausage
8WV3FA21GT1Q,2020-10-13,bottled beer
9SXP81SBV3RC,2020-03-29,bottled water
2XFDV6PQ44U8,2020-12-23,meat
NK03LHSC8QKP,2020-10-23,dessert
I3CV7P1UWG8B,2020-04-02,other vegetables
2FY9JKIWFBY3,2020-09-10,beverages
RPGPJ3B2O14K,2020-05-05,specialty bar
F7QA0FMC9JD6,2020-08-30,brown bread
5C54YIT74XVS,2020-12-18,whole milk
9EDTVNBP06W7,2020-07-04,rolls/buns
4PRWDPFYX681,2020-06-05,bottled beer
EVRCB64GEUKK,2020-08-05,citrus fruit
QZ9J7GJQLA3X,2020-10-02,other vegetables
T2RY6X65B2L0,2020-11-02,whole milk
3GKWIMOR2J0V,2020-11-15,pip fruit
S7L4AMN69SXY,2020-02-09,sugar
I5K00TY01M6O,2020-05-21,tropical fruit
7W1958DWGMTW,2020-08-03,root vegetables
9EDTVNBP06W7,2020-12-14,soda
06VKZF1U4KFQ,2020-02-16,whole milk
5PXFOR6WFG3H,2020-01-04,tropical fruit
AJROB7UG8UUY,2020-01-10,white bread
EH4IBG7L4U8D,2020-01-16,brown bread
DRPE0X7MIBHX,2020-11-20,tropical fruit
BZZH5HM3LCDW,2020-10-17,domestic eggs
3GKWIMOR2J0V,2020-07-15,coffee
OVAMQ2EWKIN8,2020-10-31,soda
L47Z5BT9DZBE,2020-06-01,whole milk
O077VALFYTCN,2020-05-24,bottled beer
LAOPYEIMY8JU,2020-08-20,other vegetables
HRTBGXXN5WQ5,2020-03-14,yogurt
N4X8HHSHLH3G,2020-04-29,bottled water
TUEGBFW9P4Q5,2020-02-03,citrus fruit
XQ1WYUN6DMFZ,2020-05-08,hamburger meat
XF4DEN65CUZO,2020-09-21,packaged fruit/vegetables
68M74ZYS1G21,2020-06-08,other vegetables
DEL5WXM9Y25T,2020-08-07,soda
IAVLA5L1G1SF,2020-10-07,whole milk
96P5QFPRVF8O,2020-11-05,herbs
XGL1JE7VQKLX,2020-08-28,citrus fruit
J4KL5K9TVSB9,2020-09-16,soda
0Y72RJQFGDQL,2020-08-27,tropical fruit
UZRYTSZI4NOJ,2020-06-05,soda
PM0B5DQB362G,2020-12-03,white bread
4WY11ID1P06N,2020-08-14,coffee
AUR03TQILXWD,2020-08-05,tropical fruit
BZE3ET6T620Q,2020-10-20,citrus fruit
N7HYMT9HD3HB,2020-01-27,other vegetables
5CQLMEC8ARCA,2020-08-25,yogurt
JP79Y0V7F6EZ,2020-07-22,sausage
QJBH4JXGDE80,2020-09-21,whole milk
Y4NHCWLHPLRV,2020-06-27,pip fruit
7FCW0ASX5DAV,2020-06-23,whole milk
ZC2VSQVSM0L4,2020-10-16,root vegetables
K8ZGWFB68RAQ,2020-08-25,onions
QVWBPGA2IQL2,2020-11-11,specialty chocolate
XYHSKNG7A75W,2020-08-03,hamburger meat
JDPJGWTLE6GD,2020-11-26,rolls/buns
JB0M791EDKZS,2020-06-13,other vegetables
TR74GHISEHOM,2020-08-13,curd
WOKTEPYXHPVD,2020-10-22,butter
9RASNZ1QP7JP,2020-01-04,other vegetables
LKB5I193MCA5,2020-09-21,whole milk
PQPSKK8DBVGT,2020-06-28,beef
XGL1JE7VQKLX,2020-04-07,sausage
OWL6TWNJ7VC5,2020-01-02,soda
5MJCNVTWVM3V,2020-09-28,fruit/vegetable juice
CW8GUI2IZD1R,2020-04-29,rolls/buns
NW6M05AFUQX6,2020-05-20,pip fruit
K52IF3B3WC8N,2020-01-15,frozen vegetables
Q0V7V24DVN95,2020-12-01,beverages
JX5534INPPUC,2020-05-17,hamburger meat
XLG1MWALB5UY,2020-12-07,root vegetables
L56IROPS9FH2,2020-03-31,frozen vegetables
DQO2E6NBYUV3,2020-08-04,rolls/buns
LHC2CRQBR1G8,2020-05-19,hamburger meat
THZL2FQ04HH6,2020-01-25,pip fruit
QZ9J7GJQLA3X,2020-04-08,grapes
D5ZRGBVUPBB9,2020-02-18,root vegetables
EO7GGL1WWAKQ,2020-08-12,citrus fruit
RJ9ITZAKBF6A,2020-07-03,whole milk
VM37OTGOHEJ0,2020-06-28,chicken
1CVD2RUVOZVS,2020-10-22,sausage
TJI3L2RFNIB8,2020-02-07,specialty bar
U78346YRNUN2,2020-04-12,whipped/sour cream
2AEUFCUUDXJZ,2020-12-22,root vegetables
UHSE6TIJ0MPZ,2020-10-23,rolls/buns
5VTCZ92O46IH,2020-10-07,other vegetables
6BAGI7ZHS5TU,2020-09-15,citrus fruit
AJHDL0IVD445,2020-09-02,whole milk
HQU441QO9M9S,2020-04-18,coffee
33WLLRVXL8CU,2020-03-10,pip fruit
DR0J6QQM64ZQ,2020-11-07,soap
URTK28ZA2T9M,2020-03-31,pip fruit
CGYZIHOD68SY,2020-11-12,beef
0OTFHSFQKVSM,2020-08-05,sausage
KYWX98WDWPK9,2020-12-09,frozen chicken
HA42H35521RT,2020-11-27,soda
I83NSQWPK7C0,2020-12-19,tropical fruit
NSWWUB7ZOGW2,2020-06-29,other vegetables
WMH7CIEI1U26,2020-08-29,beef
L8S9BNH1JHZG,2020-08-03,meat
HBGFSAXUX6HS,2020-01-15,meat
Z0Z2L6W2Y7ZG,2020-04-10,bottled water
6MHSM1RMTDS0,2020-07-12,rolls/buns
X900PXWQCRYJ,2020-05-01,pastry
M2DT2Z00NQCH,2020-11-13,pip fruit
833WC5PZQ48A,2020-02-22,beef
0AI88I7T1K6H,2020-03-07,beef
8NZRWFH2HFMN,2020-07-18,rolls/buns
IVFF3VYKQ28E,2020-05-27,citrus fruit
2I3IWYV2PHE2,2020-11-18,meat
IHSS2IBA1VGJ,2020-05-25,beverages
FYSQ6UZYGCNN,2020-03-25,beef
XE73AY2C7GFW,2020-02-27,hamburger meat
TP4JMDQ0FJ3X,2020-03-17,beef
IX57LD9K6VY8,2020-04-08,beef
U0VVZBKC91HM,2020-08-24,root vegetables
B6KD1CHCIP4D,2020-11-13,citrus fruit
VKM7DUWSEHZ0,2020-08-13,yogurt
7MNDFRL9O8OJ,2020-08-20,tropical fruit
UM6U6JT4CQKL,2020-06-23,beef
8Q4J7L0RC9RJ,2020-10-28,rolls/buns
XCWXX15THPIX,2020-03-22,other vegetables
7JEVUG60RANP,2020-03-09,hamburger meat
2QJ52IUM80TC,2020-03-06,hamburger meat
DCDSQLDLVEKB,2020-03-07,bottled beer
9FQCHV4VO43L,2020-05-14,tropical fruit
12UCRES0NRQC,2020-02-18,soda
XARAIFVGOKJN,2020-06-27,chicken
Z4CNNLHXI9E4,2020-08-01,coffee
Y9D0GQTXS8W9,2020-09-15,whole milk
0PGG4EC5Q0NG,2020-12-03,margarine
Z7IS3SFMHRNG,2020-03-10,tropical fruit
G8WNN1O4237M,2020-04-11,meat
U9D10P24Y0VD,2020-12-15,rolls/buns
2WUUJI44SAV9,2020-05-13,citrus fruit
HRK1TKY0VAVW,2020-04-04,whole milk
SCXXURRTKVCV,2020-08-17,sausage
QOLB9UVA2H7Y,2020-11-28,domestic eggs
8DFTXBQ9T7FI,2020-10-04,whole milk
SO9LU2SC3FDZ,2020-06-26,rolls/buns
JPZGRG6EYIZY,2020-09-27,whole milk
IHSS2IBA1VGJ,2020-04-08,sausage
UWUE1F13QXPS,2020-09-27,curd
1RPHU1TVKQJT,2020-11-28,bottled water
LQCODIB32E1F,2020-01-30,beef
7WCPDAS4XS81,2020-06-16,chicken
N68JKLNGGT4Q,2020-01-25,sausage
IKEBR97EXGG4,2020-07-19,yogurt
8NU2HMC49K37,2020-05-06,whole milk
EQX1T60FDGL3,2020-09-09,beef
N8SYOAD14TUS,2020-04-18,pip fruit
T1NDQPH6CWIE,2020-09-14,sausage
Q3M2IPU2M9HP,2020-06-16,pastry
LKB5I193MCA5,2020-08-12,chicken
3X0LFAB38D0B,2020-09-10,root vegetables
ARM78Q1H8UTY,2020-11-01,whole milk
8Q4J7L0RC9RJ,2020-03-01,detergent
CZB1MVVBGR5F,2020-10-29,rolls/buns
THP6GF444MVY,2020-05-28,house keeping products
SYGO9L2QZ6V0,2020-11-16,yogurt
23BOE0ARPTW8,2020-07-12,tropical fruit
23STC8KRWW7Z,2020-10-18,tropical fruit
811D7RNEEAZT,2020-10-26,curd
546KZX1LMWO5,2020-09-12,beef
672Z3WW28J0T,2020-02-23,whole milk
K4AQGO1XNIZB,2020-12-29,other vegetables
XOPNYYHOUJE4,2020-11-04,rolls/buns
WRLITKG00T87,2020-02-17,yogurt
SXDGWLVU3JP8,2020-03-16,whole milk
Z1XKHIAC4IGZ,2020-02-10,bottled water
RZ0LKYPMKYQP,2020-09-06,rolls/buns
JLZJERR1L0HF,2020-09-12,whole milk
